CN,Mu1,Mu2,Mu3,Mu4,Mu5,Mu6,Mu7,Mu8,Mu9,Mu10,Mu11,Mu12,Mu13,Mu14,Mu15,Mu16,Mu17,Mu18,Mu19,Mu20,Mu21,Mu22,Mu23,Mu24,Mu25,Mu26,Mu27,Mu28,Mu29,Mu30,Mu31,Mu32,Mu33,Mu34,Mu35,Mu36,Mu37,Mu38,Mu39,Mu40,Mu41,Mu42,Mu43,Mu44,Mu45,Mu46,Mu47,Mu48,Mu49,Mu50,Mu51,Mu52,Mu53,Mu54,Mu55,Mu56,Mu57,Mu58,Mu59,Mu60,Mu61,Mu62,Mu63,Mu64,Mu65,Mu66,Mu67,Mu68,Mu69,Mu70,Mu71,Mu72,Mu73,Mu74,Mu75,Mu76,Mu77,Mu78,Mu79,Mu80,Mu81,Mu82,Mu83,Mu84,Mu85,Mu86,Mu87,Mu88,Mu89,Mu90,Mu91,Mu92,Mu93,Mu94,Mu95,Mu96,Mu97,Mu98,Mu99,Mu100
9.226382153296543,0.030982142741438533,0.033527383841759205,0.0359703831237922,0.03842846032663468,0.041018935189367306,0.04385912745107633,0.04706635685084042,0.05075794312775997,0.0550512060209145,0.06007424016804688,0.06603981118133306,0.07322397705897431,0.0820518001715125,0.09311596711089086,0.107366367322974,0.12635477589768263,0.15262545506324904,0.19058270952758602,0.2471168768099881,0.3301814295574352,0.4346606721490391,0.5465753073324864,0.6554653404072015,0.7548737157113258,0.8358019779357593,0.8923097946159694,0.9266147265943335,0.9453041800776371,0.9532686079047006,0.9534784575157103,0.9493770472518249,0.9453913631281626,0.9455060738514417,0.9519063057982212,0.9650303473010879,0.978994163588193,0.987357830209809,0.9841708913233455,0.9682720858793807,0.9441264270527048,0.9195948829477564,0.9025602877173021,0.8970172261049836,0.9029617975777264,0.9169950729031852,0.9337561763575464,0.9484476171326454,0.9585116993591702,0.9655942197329298,0.9719770576880471,0.9787470015546833,0.9858868200551738,0.992722723741217,0.9984285894914527,1.0021333531382677,1.0029637533967743,1.0003423309983235,0.9941200615038758,0.9846520795961861,0.9727155960077,0.959398417397249,0.9458933124043537,0.9331876785197775,0.9220932581282301,0.9129942010333894,0.906087666331659,0.9013669156835504,0.8987571391083079,0.8982103996998957,0.899682430512017,0.9030648154037132,0.9081999236406516,0.9148608531047122,0.9227593731874851,0.9315774460202886,0.940962036264809,0.9505700318885599,0.9601067851687242,0.9692922941780371,0.9778800266131665,0.985644956269322,0.9923978497312396,0.997985538148816,1.0023188957153755,1.0054642787331514,1.0075210290794805,1.008674533448537,1.0091551585566176,1.0091818415861726,1.008951482845737,1.0086477421983657,1.0083508667926475,1.0080831842252893,1.0078663510786754,1.0077220239351823,1.0076718593771876,1.0077375139870766,1.007940644347224,1.0083029070400065,1.0088459586478131
11.046979059740728,0.030195472344298202,0.032722295898938145,0.03512895503820723,0.03752886660657527,0.04003544744849573,0.04276211440842775,0.045822284330823096,0.049329374060154405,0.053396800440874304,0.05814237604196446,0.06375023056643842,0.07047404999982497,0.0786911583252003,0.0889283556776644,0.10202977752328576,0.11932378869706445,0.1430376117948373,0.17695788928969275,0.22722572517630882,0.30189075738496857,0.398160106383591,0.5026650976017257,0.604891756243564,0.701181492643214,0.7837585792379469,0.8457617956716708,0.8891209242272775,0.9202800234667917,0.943691384177841,0.9596573537596952,0.9683227745645175,0.9718017510587126,0.9743804799547132,0.9808633188671598,0.9947409788016606,1.0120600483233613,1.0248259542876357,1.0242622706565565,1.0064014736659443,0.9748633799478141,0.9389215970594897,0.90865239948952,0.8905668238922502,0.8859605280930996,0.8904846253005644,0.8982004853850156,0.9049939463433254,0.9116352758846581,0.9195664840320418,0.9301972310499876,0.9436777736133365,0.9597334065388978,0.9776388418003932,0.9959667825818078,1.012956643188829,1.0264128623585311,1.0344487976068004,1.0357227991253808,1.0299542526320253,1.018261716561478,1.0022621284025524,0.9842257934444449,0.9658556581353948,0.9484475882571535,0.9328826195867601,0.91962199858464,0.908960994887134,0.9010566428021822,0.8960222537392547,0.8939528587016414,0.8947860011345148,0.8982944691385308,0.904103407954163,0.9115829288021353,0.920075493490631,0.9288951918184668,0.9373955106710152,0.9451691489099594,0.9519061775609823,0.9575180444843632,0.9620959268513101,0.9657709769057337,0.9687555664630434,0.9712650888114482,0.9734844525368698,0.9755926691079594,0.9777211935179697,0.979951439260342,0.9823628442389891,0.9850463426727021,0.9880958572838475,0.9915608487841037,0.9954450708624438,0.9997495555331386,1.0044753348104574,1.009623440708681,1.0151949052420872,1.0211907604249375,1.027612038271497,1.0344597707960694
9.468643025611449,0.030680788452056403,0.03316910303737024,0.0355615339635483,0.037970381992508476,0.04050794788615267,0.04328653240638821,0.046418436315114886,0.050015960374253966,0.054191405345706115,0.05906793747731145,0.06484604404910482,0.07178837371906328,0.08029347990008275,0.090921808735309,0.10456376035594286,0.12266586035049065,0.14759462963294748,0.18343639690857197,0.23668618999463517,0.3143763885152736,0.41218126877105515,0.5175820497504384,0.6216631192571052,0.720578840853033,0.8070957319052985,0.8728366451789681,0.916669297380574,0.9439551249445417,0.9605278514918942,0.9690720112150022,0.9710862638853617,0.9695573261166095,0.9687240695645608,0.9727653432707236,0.984178890599192,0.9993991473135245,1.0115751429391313,1.0121031836764025,0.9970164799605202,0.9693159617064867,0.937368028210714,0.9106159294965354,0.8951920970616607,0.8926723225859956,0.9000843825966799,0.9125036403098841,0.9256108595434276,0.9367900059238192,0.9462565779770025,0.9553642274980584,0.9654787637469802,0.976921916621249,0.9890599658040093,1.0008935055057895,1.0112726934156073,1.0189409351376726,1.0228167849362404,1.0218796763685223,1.0158859497112196,1.0052947097670109,0.9912972217312421,0.9756082190482278,0.9596796471678551,0.9447788052509668,0.9316195254332932,0.9205919057580326,0.9118430679945522,0.9054094980823284,0.9013467613682445,0.8997186286611701,0.9004868757022064,0.9035385033058477,0.9086317070324006,0.9153763383462459,0.9233336743464118,0.9319851259090499,0.9408359267109914,0.9494833239563945,0.9575656388420568,0.9648678942299371,0.9712644764710638,0.976699342407688,0.9812046698056829,0.9848443065065209,0.9877570244090484,0.9900978988757595,0.9920328313058314,0.9937235078550639,0.9953221305766158,0.9969571602303146,0.998745119146748,1.0007381251486764,1.0029506476990653,1.0053963894219349,1.0080890529413022,1.011042340881201,1.0142699558656483,1.017785600518665,1.0216029774642637,1.0257357893264816
9.672862847156914,0.030611922340966387,0.0330999670654227,0.0354886213774079,0.03789019450349326,0.04041699567023417,0.043181334104191456,0.04629551903191844,0.04987185967998964,0.05402266527495944,0.05886867154643978,0.06460909394234579,0.07150569157851386,0.07995538396663783,0.09050730743575672,0.1040457119379633,0.12200767836039611,0.1467307572645431,0.1822593606273773,0.2350653727487399,0.3123088040457992,0.41011519260753876,0.5151601714959781,0.6175544496694179,0.714063133071167,0.7989656026524665,0.8654064165045648,0.9110423885236903,0.939913166258406,0.9573051347675804,0.9662554407328733,0.9684471451283012,0.96651665813465,0.9642307044945166,0.965518159878427,0.9732309235462604,0.9856909676695129,0.997310308286182,1.0005499876681334,0.9906863422387296,0.9689302956812118,0.9417952431298144,0.9176967345685236,0.9028836089671807,0.899880275949048,0.9069648104243275,0.9194580838780049,0.9322649109146595,0.9421355921430528,0.949548952925501,0.9561740635372755,0.9636494248152848,0.9722243793210517,0.981232439882192,0.9899130275150689,0.9974863312411473,1.0031802513628523,1.0061251953350807,1.0054537809835593,1.0007151306643043,0.9920033900608339,0.9802222365710676,0.966738247603239,0.9528898019245561,0.9398812421851346,0.9283664988076912,0.9187242536019391,0.9110586770742344,0.9053660355861488,0.9017216456979076,0.9002301810007911,0.9009379116981746,0.9038259416160651,0.9087522916487902,0.9154434914622562,0.9235560632157972,0.9326470472667616,0.9422623478160163,0.9519753973546826,0.9613777700881828,0.9701338362425244,0.9779656279541906,0.984670918390288,0.9901385909760418,0.9943274546515435,0.9973656414317842,0.9994164902642677,1.0006988450470056,1.0014505072545414,1.0018903534177808,1.002198051924947,1.0025400716533222,1.0030005274058664,1.00361261210161,1.0044085739230024,1.0054206610524905,1.0066811216725233,1.0082222039655517,1.0100761561140137,1.012275226300361,1.0148516627070454
9.938976076507037,0.03048183421959406,0.03299210176140997,0.0353941711950291,0.03780157279026383,0.04032783681691053,0.043086493544771044,0.04619107324363972,0.04975510618333221,0.05389212263364372,0.05872357314558514,0.0644446697521057,0.0713141409658662,0.07972665586298709,0.09023214003049473,0.10370837832689087,0.12157152059536525,0.1461593100538494,0.18149621290240697,0.23395932032248368,0.31090064130332545,0.408428158282512,0.5136558796155334,0.6166842848076005,0.7131871213019961,0.7965592581621785,0.8603605839231935,0.9039090727714971,0.9317392500894244,0.9492715334855562,0.9593747105120813,0.9636844763373433,0.964839757004848,0.9664636347149531,0.9720139446386037,0.9836813589543202,0.9980024249600513,1.0087486935172096,1.008375058876989,0.9934044159967717,0.9668362433689409,0.9367274567672959,0.9118769783281957,0.8976557024976033,0.8952643129255262,0.9018762584010953,0.9128282588314172,0.9240099778940469,0.933555619059405,0.9419748904621456,0.9506991854946283,0.9608538739088645,0.9726038477640829,0.98520330458261,0.9975297219945963,1.0083216445471899,1.0162333049075825,1.0201537800542397,1.019213149159902,1.0131848154789593,1.0025753432528803,0.9885602691266375,0.972881322939672,0.95703203034455,0.9423013551000227,0.9294097723026502,0.9187138179000299,0.9103387564963198,0.9042879136017428,0.9005968805795099,0.8993259538316741,0.9004330760872763,0.9037808183680633,0.909122373544887,0.9160618748160063,0.9241643093200167,0.9329263276615687,0.9418546963986961,0.9505554766940232,0.9586757299802834,0.9659889066204705,0.9723685359568011,0.9777491790987667,0.9821554684520735,0.9856509854243756,0.9883783870444294,0.9904989062272422,0.9921889280135409,0.9936176780393841,0.9949431438415646,0.9962953047269384,0.9977914724161804,0.9994887234323029,1.0014042372328815,1.0035540473784073,1.005954187429359,1.0086206909462376,1.0115695914895297,1.0148169226197228,1.0183787178972963,1.0222710108827588
9.359311505665953,0.030960178650075526,0.03347260953271112,0.035889069976280635,0.03832422244418665,0.040892729399815586,0.043709253306559365,0.046888456627802264,0.050545001826950264,0.05479355136738858,0.05975959620526413,0.06565334181691504,0.07274899691149217,0.08146081275840567,0.09236874711036262,0.10641184394419659,0.125116464415366,0.1509821738417948,0.1883281127400844,0.24400649605425728,0.3254372812332555,0.4263904521761159,0.5322021244338266,0.6340313133136446,0.7295149676998801,0.8129495475315177,0.8785161364234377,0.9241664468628089,0.951449975097498,0.9648934391483709,0.9695226944276927,0.9690002249346905,0.9665828614674585,0.9655310727228014,0.9687499412160381,0.9781372260676429,0.9910069614037748,1.001832712313224,1.0028271216764921,0.989826409883189,0.964935333801735,0.9356866182550867,0.9109645276442506,0.8970370905204648,0.8958692694379531,0.9044856785247518,0.9170733403698166,0.9289514146096293,0.9381405778711368,0.9454872576720019,0.9524060237367766,0.9596785238639834,0.967765169956795,0.9767758650991261,0.9863263093423015,0.9955974909770102,1.003207439643267,1.0078636758479624,1.0083719459453444,1.0043079852079475,0.9958606642672329,0.9840825504999956,0.9705284020682661,0.9564958405051505,0.943156348312811,0.9311825459208755,0.9209962295725516,0.912797964107607,0.906679797247333,0.9027389583334398,0.9010670407093345,0.9016662002457718,0.9044806703561341,0.909330748540035,0.9159116348295767,0.9238456238403246,0.9326371155903312,0.9417898967445021,0.9508294650794481,0.9593046314494696,0.9669192244462959,0.9734597412694002,0.9788439193400483,0.9831321916661885,0.9864259505996461,0.9889230557611697,0.9908375213184799,0.9923641722661041,0.9936834004113152,0.9949490342231485,0.9962578665118775,0.9976939789519506,0.999297430820418,1.0010833848120473,1.0030666409822364,1.005261999386374,1.0076842600798777,1.0103482231181367,1.0132686885565492,1.0164604564505082,1.0199383268554258
9.74320774073262,0.030717498305223436,0.0332276394227963,0.03563666204905934,0.03805782548325169,0.0406043890245966,0.04338961197232263,0.046526753625650924,0.050129073283824,0.05430983024606382,0.059190861682466234,0.06497154527310343,0.07191302792675344,0.08041277816004407,0.09102208543032765,0.10462226456637964,0.12263985014134814,0.1474102782577126,0.1829583114278297,0.23571535791154008,0.31317823983404025,0.4116958732687968,0.5183400678730988,0.6239655221787526,0.7254774029799426,0.8147185198818798,0.8808282077293823,0.9230116711785074,0.9485564919890839,0.9645814662434314,0.9741359798631806,0.9782063450477879,0.9785380582748928,0.978473187374735,0.9824037280414182,0.9937515788941864,1.0090628050366555,1.0206140331335307,1.0189419190351683,1.0000907895188846,0.967947861019436,0.932145514894111,0.9029930046400695,0.8868933945605196,0.8845596896306003,0.8912449384846767,0.9019065089968681,0.912983596138479,0.9232708695802286,0.9329539152130816,0.9429488385409646,0.9545352971645317,0.9680503427662195,0.9829296833300102,0.9981182142770082,1.0122304302476233,1.0234768012256505,1.0302009056101236,1.030932790289241,1.0253759588095743,1.0142856298479557,0.9992132425449304,0.982221962645166,0.964886053948812,0.9485043097599332,0.9338449870771879,0.9213711934879538,0.9113147281692188,0.9037871624680393,0.8988817476302065,0.8966814406718235,0.8971309888826244,0.9000720796826667,0.9051969384194288,0.9120309636232449,0.9200480157104356,0.9286360946036734,0.937218902555573,0.9453695321074641,0.9527189318513729,0.9591156551909711,0.9645278092752213,0.9690058010177738,0.9727060930857379,0.9757983920767854,0.9784705514887131,0.9809119558581803,0.9832663275790282,0.9856399463976623,0.9881322646372437,0.9908257246015639,0.9937949577494052,0.9970693889188105,1.0006495481173057,1.0045353730630626,1.0087268014742543,1.0132237710690788,1.0180262195657124,1.023134084682329,1.0285473041370963,1.0342658156482196
9.563364434002827,0.03092755254279783,0.03346688024151206,0.03590321253749177,0.03835299144534524,0.040932658979664346,0.04375865715504661,0.04694742798608181,0.05061541348738159,0.05487905567353671,0.05986529631439092,0.06578370507535482,0.07290886698115057,0.08165768305933761,0.0926151742654821,0.10672409428266691,0.12551039282574752,0.15148764835252826,0.18899425854410895,0.24488034006637818,0.3269723074073694,0.42960420512913433,0.538442950776984,0.643752573658835,0.7411146876482003,0.8227654927324376,0.8821376113725036,0.920156187319424,0.9425131652077087,0.955143128949351,0.9613647105693768,0.9629099460152258,0.9621841300689077,0.9626032176491686,0.9675199941433571,0.9789173664662802,0.9927335668051152,1.0023557356950101,1.000060186263383,0.9831730095972508,0.9556473398049999,0.9260374418276063,0.903160691152566,0.8920558060768851,0.8931842679766218,0.9026709197106139,0.9147775867892156,0.9255491306057504,0.9342014159569517,0.9420437123978037,0.9504652345536027,0.9598374637422888,0.9704199625668637,0.9821308811135118,0.9941491932652605,1.0052009826395922,1.0135216597052548,1.0176546578971373,1.0164789874623552,1.0099190396929587,0.9987832398859232,0.9845183236492969,0.9689736616113669,0.9535067417791138,0.939222470619039,0.9267381758128959,0.916396627192362,0.908348368098818,0.9026464978966589,0.899361620090542,0.8985664158141726,0.9001919695761852,0.9040720869675821,0.9099139253000639,0.91728195746759,0.9256961981899997,0.9346071081629712,0.9434937942128085,0.9519426815735287,0.9595869355925156,0.9662388656984473,0.971809117251996,0.9763092303413857,0.9798667657791157,0.982632058717944,0.9848028980110872,0.9865839225972134,0.9881440893465191,0.9896240770916561,0.9911490929427386,0.9928116906666931,0.9946943795898211,0.9968293547789762,0.999218258467844,1.0018620689290005,1.0047617644350144,1.0079183232584779,1.0113327236719627,1.0150059439480459,1.0189389623592893,1.0231327571782973
9.41227624244018,0.030880135662478773,0.03342841873474034,0.03586984143912739,0.03832116491330966,0.04089915029494062,0.04372055872167928,0.046902151331176936,0.0505606892611067,0.054812933649120855,0.059785551216073034,0.06568557134959133,0.07278376248230509,0.08149742778547543,0.0924079766686539,0.10644385571301823,0.12511115538834056,0.1508849162281819,0.18807298882569712,0.24345195412436862,0.32465970251989673,0.4268641356981402,0.5364017001561145,0.6431018568641071,0.7413146681453858,0.8229744283709192,0.8825514923628448,0.921083514135306,0.9439127359407778,0.9563203379743876,0.9615833038311433,0.9620542904035834,0.9609427651391295,0.9620125798778727,0.96816238817715,0.9805548981068499,0.9941352183174041,1.002378820172493,0.9986833666695162,0.9811624578214092,0.9540944073846676,0.925825142501398,0.9047527236232337,0.895226415767056,0.8972473574359884,0.9072310050086356,0.9201454823697716,0.9320044953804845,0.9413657579986525,0.9495505769607495,0.9581568359519386,0.9678257070583864,0.978571838260187,0.9899238833294258,1.0008518632804937,1.010073779395475,1.0161348016246365,1.0179248700538683,1.0148355178945436,1.0070319670233272,0.9953551862733472,0.9811467399541848,0.9659710383558637,0.9510677040056508,0.9374514531080032,0.9256643081144454,0.916023130877865,0.9086366774060783,0.9035280430497601,0.9007285460457065,0.9002605647014706,0.9020323700483875,0.9058660077065265,0.9114874353058099,0.9185252144671887,0.9265730718974228,0.9351795960207876,0.9439151693276739,0.9524353439998494,0.9604307478675367,0.9677008524555075,0.9741061352905929,0.9795734236220653,0.9841023773173148,0.987730470430789,0.9905853946003367,0.9928121376962635,0.9945754958711742,0.9960452991338961,0.9973792053949143,0.9987073356159115,1.000148489552086,1.0017522779560586,1.0035267817858693,1.005479327908179,1.007617243189638,1.0099478544969114,1.012478488696656,1.0152164726555248,1.0181691332401692,1.0213437973172614
9.540008887899994,0.03053839296329891,0.03300550238122436,0.035375926863949365,0.03776039770015347,0.04026964617850051,0.043014403587659594,0.04610540121629239,0.049653370353081774,0.05376904228669032,0.058571994466258125,0.064257291326178,0.07107970244401704,0.07943028180732331,0.08985239235284134,0.10321344310369866,0.1209175558948284,0.14525692356761777,0.18020854220096624,0.23207334015563666,0.3075057068157948,0.4024462380865949,0.5043701367040639,0.6043662303599955,0.7005715752014943,0.7893757457757719,0.8632114518963073,0.9147544605491511,0.9455726862812704,0.962555706043803,0.9708532756505835,0.9729510742306158,0.9716606818563857,0.9700467627243311,0.9710581588585195,0.9772205610323886,0.9888744531313146,1.002221555319645,1.00928267483945,1.0031997172581733,0.9829756728175456,0.9544146191492985,0.9264946453837842,0.9066697960335002,0.8991510805209189,0.9039314125132584,0.9164129352100807,0.9305290956438563,0.9413228927770609,0.9486287271211962,0.9540501900005135,0.9595867227890644,0.9661180661532903,0.9736022908139159,0.9816985130396343,0.9899121949159037,0.997593605004782,1.0037302259640017,1.0068291748143516,1.0057620958953066,0.9999036322353902,0.9898700998830412,0.9770794973539367,0.9631098211732979,0.9495231394039495,0.937177216221158,0.9265645489940599,0.917824602461314,0.9109453942931451,0.9060144863808659,0.9031692406894969,0.9025159417954521,0.9041241977051157,0.9079303887070946,0.9137228492821212,0.9211949490843772,0.9298906999009849,0.9393285410754771,0.9490111425363568,0.9584491208751806,0.9672459615946574,0.9750703934680183,0.9816994412631649,0.9870403076753804,0.9910732237783494,0.9939552613174235,0.9958808064437619,0.9970871382512148,0.9978249218493986,0.9983156213332838,0.9987169882957275,0.9991710312364485,0.9997565905374749,1.0005162668526402,1.0014921381703836,1.0027262824791294,1.0042607777673358,1.0061377020234312,1.0083991332358535,1.011087149393032,1.01424382848342
